Reviewer ID,Paper ID,Originality,Significance,Correctness,Experiments,Reproducibility,Clarity,Overall
7SKs,380,3,3,3,2,2,2,5
DZXr,597,3,3,3,0,3,3,8
ATVf,707,3,3,3,3,2,3,7
rg73,556,2,1,2,3,2,2,3
eVYT,378,2,2,3,3,2,3,3
puZV,41,2,2,3,0,3,2,5
rKn7,544,2,3,2,2,3,2,3
zycb,58,2,2,2,3,2,3,4
tfxk,194,3,3,3,2,2,3,6
u5Tm,661,3,3,3,3,3,3,5
Qcoq,515,2,2,2,4,3,2,4
p8MD,556,1,1,2,2,2,2,4
Qmei,608,2,2,2,3,1,3,4
q1As,587,3,2,3,3,3,4,7
HNVU,20,2,2,2,1,2,3,5
u3rg,77,2,2,2,1,2,3,5
Uosa,191,2,2,2,3,3,2,5
6NCH,161,2,2,1,1,3,3,3
UjAg,735,2,2,3,2,2,3,4
QaNH,732,2,2,2,3,3,1,3
ejQW,460,3,2,3,2,3,3,6
CeaB,654,3,2,3,0,3,4,5
oA5R,61,3,3,3,2,4,4,7
32E5,21,3,3,3,2,2,3,6
EXAg,317,2,2,3,2,3,3,4
6hjy,725,2,2,2,2,3,2,3
2TZ1,474,3,3,3,3,4,3,7
razK,74,3,3,3,2,3,4,7
9m5Y,512,1,1,2,2,2,3,4
uEWV,729,3,3,4,3,3,4,7
6tip,708,3,3,3,3,2,2,7
21NS,341,2,2,2,2,3,2,3
jEWr,400,2,1,2,2,2,2,3
i5TJ,590,1,2,2,2,2,2,3
qDnt,284,1,2,3,0,3,3,5
WzmY,561,1,1,2,2,2,2,2
1GJM,200,1,2,3,2,3,3,3
Hp9N,342,3,2,3,3,4,4,8
NEiQ,584,3,3,3,3,3,4,7
m6ER,26,2,2,3,2,2,1,4
Rbvb,166,3,3,3,3,4,3,6
6sSj,467,3,2,3,3,2,2,4
H2VD,397,2,2,3,3,2,2,5
tpfN,276,2,2,3,2,3,2,6
DGdE,499,2,2,3,0,1,1,3
Upn4,510,3,3,3,3,2,3,6
SyaD,111,3,3,3,3,3,4,6
1TrE,665,3,3,3,1,2,2,6
RQBf,591,4,4,3,3,3,4,7
5ynz,338,3,3,3,3,3,4,7
UNtB,425,2,2,3,3,3,2,4
b8Xr,547,2,3,4,3,3,3,4
CyBz,567,1,1,2,3,2,2,3
Mqqg,530,1,2,3,3,2,3,6
3u87,156,1,2,2,2,2,2,4
Zy44,528,2,2,2,1,2,3,4
YXyS,35,2,2,2,2,2,1,3
Y8ti,637,3,3,3,0,3,3,7
xBw5,698,2,3,3,1,2,3,3
k8aM,171,2,2,2,2,3,3,3
jeS2,82,1,1,1,1,2,1,1
jeRb,588,1,2,1,1,2,2,2
vYbq,650,2,2,3,3,2,3,5
QSkx,509,3,2,2,2,3,3,4
nBcK,120,2,2,2,3,2,3,5
eRz2,630,3,3,3,2,3,3,6
osaA,72,2,1,4,2,2,2,3
HiAK,539,3,2,3,3,3,2,5
3zcb,198,3,2,2,3,2,3,5
ocdT,675,2,2,3,3,4,3,6
duSr,627,1,1,3,0,2,2,2
vz6D,352,2,2,3,3,2,3,7
aBCn,648,3,3,4,4,4,4,6
pjf7,337,3,2,3,2,2,2,5
BTt4,525,3,3,3,4,4,4,8
vDai,692,2,1,1,2,4,4,3
wgh5,709,3,3,3,3,2,4,6
N5kh,599,2,3,3,2,3,3,4
KkDS,231,3,3,3,3,3,3,4
QPTe,551,3,3,3,3,3,4,8
ya95,60,3,2,3,2,2,2,3
dQcg,617,3,3,3,3,4,3,7
hnF8,662,2,2,3,3,2,3,4
P8Gi,49,3,3,4,3,3,3,7
sJgk,215,2,2,2,1,2,3,5
HWFa,247,2,2,3,3,3,3,6
c4cq,27,3,3,3,2,3,4,6
6YG8,440,2,2,2,1,2,3,5
nnFU,503,3,3,3,3,4,3,7
vKfe,78,3,2,3,2,2,3,5
z7n3,188,3,2,3,2,4,4,7
SMaj,473,2,2,3,2,2,3,3
zXYQ,600,2,1,2,2,2,1,3
FPWZ,74,2,2,2,2,3,3,3
BTHv,600,2,2,3,2,2,3,4
cj8t,94,2,1,1,1,1,2,3
11X1,435,2,2,2,2,1,3,3
m7aC,165,3,2,3,0,3,3,5
gCH8,134,2,2,2,1,3,3,3
Yd6g,522,3,2,3,3,2,4,6
BroA,195,1,1,2,2,2,2,3
p1Vr,606,3,3,3,3,2,3,7
xKMD,119,2,2,3,3,3,4,6
kEQa,696,3,3,3,3,3,4,7
y7L3,12,4,3,3,3,4,4,7
p6zu,474,3,3,3,3,2,2,7
cFiD,292,3,3,3,2,3,4,6
bYns,114,1,2,3,2,2,3,4
cH37,586,2,1,3,2,1,2,3
MTLP,603,2,2,2,1,3,3,3
r9dA,261,4,4,4,3,4,4,8
3D3J,114,2,1,3,2,2,1,2
L1vc,570,2,2,3,2,3,4,6
MG2t,725,2,2,1,3,2,2,3
QMsV,258,3,3,3,3,3,2,5
fL7v,653,2,2,3,2,3,3,3
yMWs,115,2,2,3,0,3,1,3
2SkG,301,2,2,3,2,3,3,6
sWd6,350,3,3,3,3,3,2,6
mnZg,439,3,3,3,3,2,3,6
ZdRm,105,2,2,1,3,3,3,3
rtGt,264,4,3,2,2,2,2,5
yqW3,504,3,4,4,3,2,3,7
QHtK,602,3,2,3,3,2,3,7
1UDV,216,2,2,2,3,3,2,4
iv6t,345,3,2,3,3,3,2,6
c25Z,84,2,3,3,2,3,3,6
zZi4,80,3,3,3,3,3,3,5
5HDd,25,2,2,3,3,3,2,4
tNZG,274,2,2,3,2,3,3,5
YMre,375,2,2,2,3,3,3,5
aVDZ,315,3,2,3,2,2,3,6
QxmZ,109,2,2,2,0,2,3,3
iZyd,492,3,2,3,3,3,4,6
J7t1,463,2,2,2,1,2,3,5
8fw5,88,2,2,3,2,2,3,6
qqQa,526,2,2,2,1,2,3,5
1f9L,258,3,3,2,3,3,3,6
VEnG,711,2,2,2,1,2,3,5
4qL2,741,2,2,3,2,3,1,2
FPqD,522,3,2,3,2,2,3,5
dqtq,436,3,2,3,3,3,3,4
ti3i,250,3,3,3,3,3,4,7
QSeh,492,2,3,3,3,3,4,7
FE27,454,2,3,2,3,3,3,4
1rwH,391,2,2,2,0,2,2,2
H3aE,684,3,3,3,3,3,4,6
UTLe,90,3,3,3,3,3,2,4
eEa8,229,2,2,2,3,2,2,5
sRHn,680,2,2,3,2,2,3,3
UjoH,680,3,3,3,3,3,3,7
4TuZ,720,3,3,2,2,2,3,5
X11x,305,2,2,3,2,3,3,5
BDKi,249,1,1,3,2,1,3,3
NgaG,262,2,3,3,3,3,3,6
X9xb,378,2,2,2,2,2,1,3
UgVD,624,2,2,2,2,2,1,3
nEFB,90,2,1,2,2,3,2,3
2byu,559,3,2,3,3,3,3,6
dEFC,32,3,2,2,3,3,3,6
SMXM,416,4,4,4,3,3,3,8
qDhN,656,2,2,3,1,1,3,3
qx4p,76,2,1,1,2,1,1,2
BF3a,136,2,2,3,3,2,4,3
J8ws,63,2,2,3,3,2,2,3
5d8A,543,2,2,3,4,3,4,5
RQZZ,216,3,2,2,3,3,3,5
dPYS,532,3,3,3,2,2,3,6
zC4u,739,2,2,3,2,3,3,6
A6eQ,510,3,2,3,2,2,3,3
58y8,618,2,3,2,3,3,2,3
a6RR,684,2,2,4,2,2,4,6
ZGPC,580,3,2,3,3,3,2,6
LBew,15,2,2,1,2,2,1,2
7urT,149,2,2,2,2,2,2,3
1wnC,116,2,2,2,3,3,3,5
myMn,91,2,2,3,3,2,3,6
E2Tn,192,3,2,3,2,3,3,4
Jydc,548,3,2,3,3,3,3,7
gRhU,38,3,2,3,3,3,2,4
KCAY,147,2,2,2,3,4,3,5
dJrU,672,2,2,3,3,3,3,4
GYp4,493,3,3,3,3,3,3,6
2jAo,425,2,2,3,2,2,3,4
5VoE,589,3,3,3,3,2,3,5
3PsZ,677,2,1,3,2,1,3,4
pdVz,136,3,2,2,2,3,3,4
TU9p,191,3,2,2,2,3,3,3
sXtH,567,3,3,3,3,3,3,6
6NKG,730,3,3,3,3,3,3,6
ZwYH,249,2,1,3,2,2,3,3
TfiZ,732,2,2,2,1,1,2,2
c4mJ,640,2,2,3,3,3,3,6
cLmT,287,3,3,3,2,2,3,6
eveT,115,2,2,3,3,3,3,4
bQVZ,264,2,2,3,2,4,3,6
dg3y,225,3,2,3,3,2,4,7
QaLL,50,3,3,3,2,2,4,6
b3kq,517,3,2,3,3,2,3,7
beEu,698,3,3,2,3,2,3,6
dkEa,250,3,3,4,3,4,4,7
3Azc,721,3,2,2,2,2,3,3
Coqa,580,2,2,2,3,2,2,5
AsnF,609,3,2,3,2,3,3,7
D55P,185,1,2,3,2,2,2,3
Z9Vv,731,3,3,3,3,4,3,7
KbB7,554,2,3,3,4,2,4,7
ynK6,438,2,1,3,1,3,1,3
4X6F,267,2,3,3,4,3,4,5
v2p8,568,3,2,2,3,3,3,4
ewga,364,1,1,3,3,4,3,3
jGKG,206,3,4,3,3,2,4,8
sZEM,600,3,2,3,3,2,2,6
naS2,66,1,2,2,2,3,2,3
v19q,742,1,1,3,2,1,2,3
WckG,460,3,2,3,3,4,3,4
vzen,493,3,3,3,3,3,3,7
DBAF,48,3,3,3,3,3,3,7
2rqv,496,3,3,3,3,3,3,4
jaDS,73,3,2,3,2,3,3,5
NUPY,230,2,1,2,2,2,2,3
4edk,538,4,2,3,2,4,4,4
FKAA,130,2,3,4,3,3,4,6
Nhew,472,2,2,3,2,3,2,3
bebh,159,1,2,2,3,2,2,3
zAzS,422,2,2,3,3,2,2,4
rvQP,561,3,3,2,1,2,2,3
heAc,687,4,4,4,4,2,4,8
7D27,694,1,2,1,2,2,2,4
1YNR,585,2,2,1,2,2,3,3
kq1J,551,3,4,2,2,2,2,5
PmjC,244,3,3,3,3,3,3,7
TwPV,744,2,2,3,3,3,2,4
z7Rf,259,1,1,3,2,2,1,3
CYdk,630,2,2,3,3,3,3,6
wGkx,135,2,2,3,3,4,3,5
cdTJ,412,2,3,4,3,3,4,8
8uD6,546,3,2,1,2,2,3,3
AP1g,174,2,3,3,3,2,3,5
rtas,379,2,2,1,1,2,1,3
G7oH,202,2,2,3,2,3,4,6
StP3,497,2,3,3,2,3,3,4
gjoH,10,3,3,3,3,3,2,4
jK8v,27,2,2,2,2,2,2,3
extB,622,3,3,2,4,3,4,7
bsFx,699,2,3,2,1,2,3,3
bxaN,526,2,3,3,2,1,1,4
DEVQ,449,2,2,3,2,2,4,4
zktB,222,3,3,3,3,2,3,6
zXqH,583,2,2,3,3,2,2,5
vFnQ,390,2,2,2,2,2,3,4
Pqy3,458,3,3,3,3,4,3,7
m36h,126,3,3,3,3,2,2,6
NhxC,254,2,2,1,4,1,3,7
fUY4,582,3,3,4,2,3,3,6
Ka98,629,2,1,2,2,1,1,3
Z8Yu,433,2,2,3,2,2,2,6
cQGk,671,4,3,4,4,2,4,8
S1Zi,712,3,2,3,2,3,2,4
vPqa,721,3,3,1,3,2,1,3
BuGn,85,2,2,3,2,2,3,4
Tm3Q,386,2,3,3,3,2,3,5
psxN,320,2,3,3,2,4,3,4
FHcD,660,3,3,4,3,4,4,8
aqXr,462,3,3,3,2,3,3,4
sXGY,488,3,2,3,0,4,4,7
AUC7,444,3,2,3,2,4,4,6
bRW5,608,3,3,3,1,3,1,3
wNvH,512,1,1,2,3,2,2,3
BQsK,247,3,3,3,4,4,3,7
UpZV,387,2,2,3,2,4,4,4
wMsF,53,2,2,3,3,3,1,4
cBHx,744,3,2,3,3,2,3,5
s6be,417,1,1,1,2,2,1,1
PMfk,570,2,1,1,2,3,1,3
Ra2u,574,3,3,2,3,3,3,6
LoUC,710,3,2,3,3,3,3,6
kkkc,639,3,3,3,3,3,2,7
rMkF,432,2,2,1,3,2,2,3
zTC8,326,3,3,4,3,3,3,8
ZDht,81,2,2,3,0,3,2,4
j2md,16,3,3,3,3,2,3,6
2qoG,379,2,2,2,2,2,2,3
2jy8,595,3,3,3,0,3,4,7
6Bgr,83,2,2,3,3,3,3,4
X8cS,9,2,2,2,2,2,3,3
9yoY,538,2,2,3,1,2,2,3
ZVzv,327,3,3,3,3,3,3,7
XJPs,364,2,2,3,3,4,2,3
yrEp,484,3,2,3,4,3,3,6
kxDF,370,2,2,2,2,3,1,3
kpKz,332,2,2,3,2,3,3,3
71aX,587,2,2,3,4,4,3,7
HX7w,265,2,2,3,2,2,3,6
mZet,706,3,2,3,2,4,3,4
CaFi,435,1,3,3,2,2,3,3
P3S6,277,3,3,4,3,3,4,7
i2KZ,524,3,3,2,2,1,3,3
HQk5,481,2,2,2,2,2,2,4
bnuR,414,2,2,3,2,3,3,4
Mxt2,722,3,2,3,2,2,4,6
SAcC,235,3,2,3,2,2,2,4
p71b,480,3,2,4,0,3,4,8
rAhv,333,3,3,3,3,2,3,7
951o,162,3,2,3,3,2,3,7
itnh,268,2,2,2,3,3,2,4
J2n4,625,2,2,2,3,1,2,4
m8tJ,556,2,2,3,3,2,3,5
vcVn,556,2,2,3,2,3,1,3
BFxJ,684,2,3,3,3,3,3,5
8rNk,462,2,2,3,3,3,3,6
tSb7,282,3,2,3,1,3,3,3
WhzX,593,2,2,1,2,2,1,3
7p67,141,2,2,3,3,4,4,7
Dbiw,311,2,3,3,3,2,3,4
x4rH,40,2,3,4,2,4,3,5
NZTX,240,3,3,3,3,2,3,5
o5Sz,316,2,2,3,3,3,2,5
VqZv,381,2,2,2,2,2,2,4
p9HF,9,2,2,3,2,3,2,4
yooL,513,3,2,3,2,3,2,4
7ize,428,3,3,2,2,3,3,4
h1Hj,426,2,2,3,2,4,2,5
xikE,421,3,3,3,4,3,4,7
34J5,725,3,2,3,3,3,3,5
hNew,477,2,2,3,2,3,2,5
zHNL,81,3,3,3,2,3,2,7
ix6i,289,3,3,3,3,3,4,6
t4PZ,183,1,2,2,3,2,2,4
2Z6V,189,2,2,1,2,2,3,3
rPAK,241,3,2,3,3,2,3,6
LtFb,373,3,2,3,3,3,3,6
QWcf,432,2,2,3,2,2,1,4
zAXC,498,2,2,3,2,2,3,4
bT3S,697,2,2,3,2,2,3,6
sA3d,214,2,2,3,2,3,4,5
v57p,364,2,3,2,2,4,3,6
QQH1,263,2,1,1,1,3,3,3
sxXL,41,3,2,3,2,3,3,6
VLe6,76,1,1,1,1,1,1,1
YXyR,552,3,2,3,1,2,2,3
SLKi,91,3,3,3,3,3,3,6
qTy4,335,3,3,3,3,3,2,7
wHzC,114,1,1,1,1,1,1,1
qddf,678,3,2,3,3,3,3,5
onES,595,2,1,3,0,4,3,4
DVsz,315,3,2,1,2,3,3,4
5G55,216,3,3,3,3,3,4,7
yuPj,596,3,3,3,2,2,2,6
2jUv,60,2,3,3,3,2,4,6
J61W,503,3,3,3,0,3,4,7
vUMd,575,3,3,3,4,4,2,6
wiBd,702,3,3,3,3,3,4,6
gaMX,591,3,3,3,3,2,3,6
cnGV,506,2,2,3,1,2,2,3
edD4,256,4,2,2,3,3,1,3
RT94,445,3,3,3,3,3,4,7
rWyu,236,3,3,3,3,3,2,6
pk4K,641,3,2,2,3,3,3,6
9QhE,698,2,2,3,1,3,4,3
GvhP,710,1,1,2,2,3,1,2
j5qo,464,3,3,3,3,3,3,6
WmGa,451,2,2,4,3,3,4,5
HFQJ,458,2,2,3,3,3,3,5
tbyQ,119,2,2,3,2,3,3,4
2dL5,219,3,3,3,3,3,4,7
2U49,143,3,3,2,0,2,3,7
8zCH,75,2,1,3,3,2,3,3
ufbJ,427,4,4,3,3,3,3,7
u5Er,605,2,2,3,3,3,3,4
44yd,423,2,2,3,3,4,3,4
bFYx,603,2,1,2,2,3,2,3
TZYv,631,2,2,3,2,2,2,5
m2fc,254,3,3,4,4,4,4,8
hE1v,568,2,1,2,2,3,2,3
xZJp,503,3,3,4,0,4,4,7
ReTd,322,3,3,3,3,4,2,6
ktZD,586,2,2,3,3,3,4,7
DEy1,64,1,2,4,3,4,4,6
T6fy,337,2,2,3,2,3,3,6
QHVP,298,3,2,3,3,2,3,4
VWHg,67,2,1,3,2,2,4,4
V3V1,187,2,2,3,3,2,2,6
RcKP,27,3,3,3,3,2,3,6
aMsj,642,2,2,3,2,2,3,3
Saht,622,2,3,4,4,3,4,8
zf2B,431,2,2,2,1,2,1,4
P4AG,677,3,3,4,3,3,4,7
bcHq,79,3,2,3,3,2,4,6
YKz4,134,1,1,2,1,2,2,2
oWTq,11,3,3,3,3,3,4,7
Q2p9,79,2,1,1,2,3,2,3
mEXs,484,3,3,3,3,3,3,7
bJro,160,1,1,2,1,1,2,2
f3tb,498,2,2,2,2,2,4,5
CHRs,453,3,2,4,3,4,4,5
psUk,472,2,2,2,3,3,2,6
Xth2,504,3,3,3,3,2,3,6
rUV1,113,2,2,2,2,3,3,6
B4pC,635,2,2,3,3,2,3,5
1p8t,671,2,4,3,3,4,4,6
epFw,571,1,2,3,3,3,1,3
YjUv,11,3,2,3,3,4,3,6
3gwi,58,3,2,3,3,3,3,7
Xqzq,577,1,1,1,1,2,1,2
